ID,label,type,exposure cohort,exposure role,exposure categories,exposures,quote,source,confidence,note,classified by,checked by
COHO:0001408,Shanghai Women's and Men's Health Studies,cohort aggregation,no,,,,,,medium,"Two population-based prospective cohorts of middle-aged and elderly adults in urban Shanghai, analysed jointly; the bundle states no single disease or exposure as the design purpose, so no on both counts.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001409,Swedish National Myeloma Biobank,cohort,no,,,,,,high,"National biobank of samples from multiple myeloma patients in Sweden; a patient biobank for one disease, no environmental exposure.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001410,Seoul National University Hospital Diabetes Study,cohort,no,,,,,,high,"Case-control study of type 2 diabetes patients from the SNUH Diabetes Clinic with nondiabetic controls; disease cohort (cases), no exposure.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001411,Hispanic Community Children's Health Study/Study of Latino Youth,cohort,no,,,,,,medium,"Children of HCHS/SOL participants, not selected for disease or exposure; aims concern lifestyle behaviours and cardiometabolic risk factors in relation to acculturation and family factors, not a single disease or an environmental exposure.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001412,Sao Paulo Heart Failure Cohort,cohort,no,,,,,,high,"Outpatients with symptomatic (stage C) heart failure at the São Paulo Heart Institute; patient cohort, no exposure.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001413,Singapore Preconception Study of Long-Term Maternal and Child Outcomes,cohort,yes,designed to study exposures,diet | other,nutrition prior to and during pregnancy | lifestyle | environmental factors assessed via household dust and skin samples,"The Singapore Preconception Study of Long-Term Maternal and Child Outcomes (S-PRESTO) is a preconception, longitudinal cohort study that aims to study the effects of nutrition, lifestyle, and maternal mood prior to and during pregnancy on the epigenome of the offspring",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A33222050+AND+SRC%3AMED&format=json&resultType=core,medium,"Preconception mother-offspring cohort of women intending to conceive; its stated aim centres on preconception and pregnancy nutrition and lifestyle exposures and their effects on offspring, so exposure yes (diet); participants not selected for disease.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001414,Swiss Pediatric Sepsis Study,cohort,no,,,,,,high,"Nationwide cohort of children with blood culture-proven bacterial sepsis; defined by the disease (infection as illness, not exposure-uninfected), so disease yes, exposure no.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001415,Systematic Treatment Enhancement Program for Bipolar Disorder,cohort,no,,,,,,high,"Multicentre treatment study of outpatients with bipolar disorder; patient cohort, and the only exposures are treatments.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001416,"Simultaneous Study of Gemcitabine-Docetaxel Combination adjuvant treatment, as well as Extended Bisphosphonate and Surveillance-Trial",cohort,no,,,,,,high,"Randomised phase III adjuvant chemotherapy trial in patients with high-risk early breast cancer; trial of patients, exposure is only treatment.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001417,Seoul National University Prospectively Enrolled Registry for Renal Cell Carcinoma-Nephrectomy,cohort,no,,,,,,high,"Hospital registry of patients with renal cell carcinoma undergoing surgery; patient cohort, no environmental exposure focus.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001418,Triple A Barcelona Study,cohort,no,,,,,,high,"Hospital-based longitudinal registry of consecutive patients with abdominal aortic aneurysm; patient cohort, no exposure.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001419,Trans-National Asthma Genetic Consortium,cohort aggregation,no,,,,,,high,"Consortium pooling asthma case-control GWAS; classified by what it collects (asthma cases and controls), no exposure design.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001420,LITMUS Metacohort,cohort,no,,,,,,high,"Part of the European NAFLD Registry made up of patients with biopsy-characterised NAFLD; patient cohort, and excessive alcohol consumption is an exclusion, not an exposure focus.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001421,Brain Bank for Aging Research,cohort,no,,,,,,medium,"Brain bank of consecutive autopsies of older hospital patients, not selected for disease, whose stated purpose is ageing-related neurodegenerative movement and cognitive disorders; hence population study of disease, no exposure.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001422,Tasmanian Ophthalmic Biobank,cohort,no,,,,,,medium,"Biobank of Tasmanian patients with a range of eye diseases, plus community controls, set up to investigate eye disease; patient biobank, no exposure.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001423,Transcriptomic Analysis of Left Ventricular Gene Expression,cohort,no,,,,,,medium,"Patients undergoing elective aortic valve replacement (mostly severe aortic stenosis per the paper's table), sampled for cardiac gene expression; a patient cohort defined by valve disease requiring surgery, no environmental exposure.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001424,Trondheim Parkinson's Disease Study,cohort,no,,,,,,high,"Prospective longitudinal cohort of Parkinson's disease patients referred to St. Olav's Hospital; patient cohort, no exposure.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001425,Taiwan Super Control Study,cohort,no,,,,,,medium,"Random population-based sample of healthy Han Chinese controls from the Taiwan Han Chinese Cell and Genome Bank (per the definition); no disease or exposure selection. The bundle has no sentence describing its recruitment, so no quote.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001426,Taizhou Longitudinal Study,cohort,yes,designed to study exposures,diet | occupational | other,environmental and lifestyle exposures altered during economic transformation | diet | lifestyle | occupational,"The TZL study is focused on exploring the multiple environmental and lifestyles exposures altered during the process of economic transformation of China, solely or in combination with multiple genetic factors, on the gradually increased prevalence of non-communicable chronic diseases.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC2715397/fullTextXML,medium,"Population-based cohort of general residents of Taizhou whose design paper states its focus as environmental and lifestyle (diet, occupational) exposures and genes in chronic disease; exposure yes but borderline, as it is also a general population cohort; disease no because the purpose covers common non-communicable diseases broadly.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001427,UK Aneurysm Growth Study,cohort,no,,,,,,high,"Men with small abdominal aortic aneurysms found at NHS screening (with screened controls), followed for aneurysm growth; patient cohort, no exposure.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001428,Danish T2D Case-Control Study,cohort,no,,,,,,medium,"Type 2 diabetes case-control sample assembled from Danish studies; disease yes as cases (quote gives only the study's name and design), no exposure.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001429,CoFAR Eosinophilic Esophagitis Registry,cohort,no,,,,,,high,"Multisite registry of children and adults with eosinophilic esophagitis; patient registry, no exposure.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001430,Vanderbilt Online Musicality Study,cohort,no,,,,,,medium,"Online study of adult volunteers on musicality traits (rhythm perception, music engagement); a trait cohort, not selected for disease or exposure. No quote in the bundle shows the recruitment basis.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001431,Viva la Familia Study,cohort,no,,,,,,high,"Family study of Hispanic children ascertained through an overweight proband, with siblings and parents, to map childhood obesity; disease cohort (patients and their relatives), exposure no as diet and activity are measured traits, not a design exposure.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001432,Western Australian Melanoma Health Study,cohort,no,,,,,,high,Population-based collection of melanoma cases from the Western Australian Cancer Registry; patient cohort; sun exposure is recorded by questionnaire but is not the design focus.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001433,Warfarin Anticoagulation in Patients in sub-Saharan Africa,cohort,no,,,,,,high,"Observational pharmacogenomic study of patients with cardiovascular disease (VTE, AF, valvular disease) on warfarin in Uganda and South Africa; the only exposure is a medication, so not an exposure cohort.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001434,Women's Environmental Cancer and Radiation Epidemiology Study,cohort,yes,designed to study exposures,radiation,radiation exposure | radiation absorbed dose to the contralateral breast after radiation therapy,"To examine the joint roles of radiation exposure and genetic susceptibility in the etiology of breast cancer, we designed a case-control study nested within five population-based cancer registries.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A15084244+AND+SRC%3AMED&format=json&resultType=core,medium,"Case-control study of contralateral breast cancer among breast cancer patients, designed around ionising radiation dose and genetic susceptibility; note the radiation is scatter dose from radiotherapy, i.e. a medical treatment, so the exposure verdict may need review.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001435,Wills Eye Hospital GWAS,cohort,no,,,,,,high,Case-control GWAS of uveal melanoma with cases treated at Wills Eye Hospital; no environmental exposure design.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001436,WOBASZ II,cohort,no,,,,The WOBASZ II study was planned as a cross-sectional survey of a random sample of Polish residents aged over 20 years.,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A26620680+AND+SRC%3AMED&format=json&resultType=core,medium,"Random national sample of Polish adults, coordinated by the Institute of Cardiology's CVD prevention department, surveying prevalence and control of cardiovascular diseases and their risk factors; population study of cardiovascular disease, not an exposure cohort.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001437,Oxford Regional Prospective Study of Childhood Diabetes,cohort,no,,,,,,high,Population-based inception cohort of children with type 1 diabetes followed for diabetic nephropathy; no exposure design.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001438,Study of Underlying Genetic Determinants of Vitamin D and Highly Related Traits,cohort aggregation,no,,,,,,medium,"Consortium of epidemiological cohorts meta-analysing GWAS of circulating 25-hydroxyvitamin D, a biomarker trait; neither an exposure nor a disease cohort.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001439,International Cannabis Consortium,cohort aggregation,yes,designed to study exposures,other,lifetime cannabis use,"In response to this need, the International Cannabis Consortium was established to combine the results of multiple GWASs to identify the genetic variants underlying individual differences in cannabis use phenotypes.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4872459/fullTextXML,medium,"GWAS consortium on lifetime cannabis use, a lifestyle substance exposure that is its main subject (analogous to a smoking-behaviour consortium); lifetime use is not a disorder, so not a disease cohort.","Claude Opus 5.5 (Anthropic), 2026-09",
