child,child label,parent,parent label,relation,verdict,quote,URL,note,batch
COHO:0000926,National Biobank of Korea,COHO:0000284,International HapMap Project,,rejected,,,"KoGES samples are stored at the National Biobank of Korea, and 'Korean HapMap data' is an imputation reference; neither sentence links NBK as part of the International HapMap Project.",s050
COHO:0000422,China Kadoorie Biobank,COHO:0001594,Community Intervention of Metabolic Syndrome in China and Chinese Family Health Study,,rejected,,,The sweep sentence is a discussion passage about physical activity that names neither China Kadoorie Biobank nor CIMIC as part of the other; no link is stated.,s050
COHO:0002699,Vorarlberg Health Monitoring and Prevention Programme,COHO:0001624,Copenhagen Lung Cancer Study,,rejected,,,"Name clash: 'Copenhagen' here is the Copenhagen part of the Danish Diet, Cancer and Health (DCH) cohort, not the Copenhagen Lung Cancer Study; the sentence describes exposure assessment for parts of DCH and VHM&PP, no link between these two terms.",s050
COHO:0001624,Copenhagen Lung Cancer Study,COHO:0002699,Vorarlberg Health Monitoring and Prevention Programme,,rejected,,,"Name clash: 'Copenhagen' in the sentence is the Copenhagen part of the Danish Diet, Cancer and Health (DCH) cohort in the ESCAPE brain-tumour paper, not the Copenhagen Lung Cancer Study; VHM&PP is mentioned alongside it as another ESCAPE cohort. No link between the two terms.",s051
COHO:0000016,Avon Longitudinal Study of Parents and Children,COHO:0000835,MrOS Sweden,,rejected,,,The sentence is run-together reference-list text citing an ALSPAC DNA-bank paper and a separate MrOS Sweden paper. No link between ALSPAC and MrOS Sweden.,s051
COHO:0000409,Women's Health Initiative,COHO:0000523,Melbourne Collaborative Cohort Study,,rejected,,,"The sentence contrasts earlier nested case-control studies of epigenetic clocks, one in WHI and one in MCCS; the two are separate cohorts cited together. WHI is not part of MCCS.",s051
COHO:0000148,Rotterdam Study,COHO:0002619,NoMa study,,rejected,,,The paper (LongITools) analyses the Rotterdam Study and the NoMa trial side by side as two separate studies; the hit is table text. No sub-cohort relation.,s051
COHO:0000756,Heinz Nixdorf Recall Study,COHO:0000176,UK Biobank,,rejected,,,German controls came from the Heinz Nixdorf Recall study and UK controls from UK Biobank; two separate control sources in one BAV GWAS. HNR is not part of UK Biobank.,s051
COHO:0001089,International Collaboration for the Genomics of HIV,COHO:0000002,1000 Genomes,,rejected,,,The 1000 Genomes African subset is used only as a genetic-ancestry reference to select ICGH participants of African ancestry; ICGH is an aggregation and is not drawn from 1000 Genomes.,s051
COHO:0000016,Avon Longitudinal Study of Parents and Children,COHO:0000511,Inter99 Study,,rejected,,,Supplementary/acknowledgements text listing ALSPAC replication and Danish cohorts (Inter99) as separate replication samples. ALSPAC is not part of Inter99.,s051
COHO:0001010,Genetic Links to Anxiety and Depression Study,COHO:0001319,Scottish AMD study,,rejected,,,"Name clash: 'Edinburgh' (a synonym of the Scottish AMD study) matched 'University of Edinburgh', a collaborating institution of GLAD. No cohort link.",s051
COHO:0000900,NIHR Cambridge BioResource,COHO:0001319,Scottish AMD study,,rejected,,,Name clash: 'Edinburgh' matched 'University of Edinburgh' and 'BioResource' matched the NIHR BioResource in a GLAD about-page sentence. Neither the Cambridge BioResource nor the Scottish AMD study is stated as part of the other.,s051
COHO:0000312,NIHR BioResource,COHO:0001319,Scottish AMD study,,rejected,,,"Name clash: 'Edinburgh' matched 'University of Edinburgh', an institution collaborating on GLAD. The NIHR BioResource is not part of the Scottish AMD study.",s051
COHO:0000637,Utah residents (CEPH) with Northern and Western European ancestry,COHO:0002042,Mind Clinical Imaging Consortium,,rejected,,,"The CEU cluster is used as a genetic-ancestry reference for selecting a homogeneous MCIC subsample; CEU is not part of MCIC (if anything the direction would be MCIC subsample near CEU, which is not a cohort relation).",s051
COHO:0000182,Wellcome Trust Case Control Consortium,COHO:0000458,Epidemiological Investigation of Rheumatoid Arthritis,,rejected,,,"The paper analyses EIRA, NARAC and WTCCC as three separate RA collections. WTCCC is not part of EIRA.",s051
COHO:0000584,Catheterization Genetics,COHO:0002131,National Eye Institute Glaucoma Human Genetics Collaboration,,rejected,,,"The NEIGHBOR supplementary table S1 says an additional set of 1496 NEIGHBOR controls was selected from CATHGEN participants. So CATHGEN supplied part of NEIGHBOR's controls, and CATHGEN is not a sub-cohort of NEIGHBOR. The link does not hold reversed either: NEIGHBOR's cases and controls came from 12 clinic sites and two clinical trials, and only some controls came from CATHGEN. A source that supplies some controls does not make either cohort part of the other.",s052
COHO:0000628,Yale-Penn study,COHO:0000070,Finnish Twin Cohort Study,,rejected,,,Yale-Penn and the Finnish Twin Cohort Study are listed side by side as two of five independent follow-up samples in a nicotine-dependence GWAS. Neither is part of the other.,s052
COHO:0000070,Finnish Twin Cohort Study,COHO:0000628,Yale-Penn study,,rejected,,,"Same sentence as the reverse pair: the two cohorts are listed together as independent replication samples, and neither is part of the other.",s052
COHO:0000370,Stockholm-Tartu Atherosclerosis Reverse Networks Engineering Task,COHO:0000045,Cooperative Health Research in the Region of Augsburg,,rejected,,,The sentence lists QTL resources: STARNET among the eQTL sources and the KORA cohort as the pQTL source. It is a plain co-mention with no membership.,s052
COHO:0001586,Candidate Gene Association Resource,COHO:0001320,Estudo Longitudinal de Saúde do Adulto,,rejected,,,"This is an acknowledgements passage. The NHLBI Candidate-gene Association Resource appears in one study's genotyping-funding line, and ELSA-Brasil is thanked in the next entry. Nothing links the two, and CARe (a US NHLBI resource) is not part of ELSA-Brasil.",s052
COHO:0000443,Immune and Metabolic Markers during Pregnancy and Child Development Study,COHO:0000097,Identification of Men with a genetic predisposition to ProstAte Cancer,,rejected,,,"Name clash. The sentence is about the IMPACT prostate-cancer screening study (COHO:0000097 itself) and its mismatch-repair cohort. 'IMPACT' here does not mean COHO:0000443, the Kaiser Permanente IMPaCT pregnancy/child-development study. No link between the two terms is stated.",s052
COHO:0000002,1000 Genomes,COHO:0000043,Consortium for the Longitudinal Evaluation of African Americans with Early Rheumatoid Arthritis,,rejected,,,1000 Genomes African LD was used as a reference panel in FUMA. CLEAR appears in the next sentence as the source of a GWAS used in the meta-analysis. 1000 Genomes is not a member of CLEAR.,s052
COHO:0000374,Amsterdam Dementia Cohort,COHO:0000731,Collaborative Oncological Gene-environment Study,,rejected,,,"Name clash. The only match for the Amsterdam Dementia Cohort is 'Amsterdam', the city where Agendia is based, in a passage about the MINDACT breast-cancer trial's consent for the iCOGS project. The Amsterdam Dementia Cohort is not mentioned.",s052
COHO:0001282,Anglo-Scandinavian Cardiac Outcomes Trial,COHO:0000847,Suivi Temporaire Annuel Non-Invasif de la Santé des Lorrains Assurés Sociaux,,rejected,,,ASCOT and STANISLAS are separate columns of a table of cohorts in a heart-failure biomarker pooling paper (HOMAGE). They are separate cohorts and neither is part of the other.,s052
COHO:0000539,Prospective Study of Pravastatin in the Elderly at Risk,COHO:0000847,Suivi Temporaire Annuel Non-Invasif de la Santé des Lorrains Assurés Sociaux,,rejected,,,PROSPER and STANISLAS are separate columns of the same table of pooled cohorts. They are separate cohorts and neither is part of the other.,s052
COHO:0000731,Collaborative Oncological Gene-environment Study,COHO:0001003,"Discovery, Biology, and Risk of Inherited Variants in Breast Cancer",,rejected,,,The sentence describes how SNPs were selected for the OncoArray. The iCOGS experiment was one source of association data and DRIVE whole-genome sequencing was another. It does not say that iCOGS is a member of DRIVE.,s052
COHO:0001003,"Discovery, Biology, and Risk of Inherited Variants in Breast Cancer",COHO:0000020,Breast Cancer Association Consortium,,rejected,,,Same OncoArray SNP-selection sentence. DRIVE (whole-genome sequencing in high-risk cases) and BCAC (ExomeChip analysis) are named as separate sources of candidate variants. It does not say that DRIVE is a member of BCAC.,s052
COHO:0000968,Janssen lifetime suicide attempt cohort,COHO:0000969,Enhancing NeuroImaging Genetics through Meta-Analysis Consortium,,rejected,,,"Name clash: 'Janssen' in the sentence is the pharmaceutical company in a conflict-of-interest statement, not the Janssen suicide attempt cohort; the sentence only says an ENIGMA working group is funded by NIA.",s053
COHO:0001218,Pancreatic Cancer Cohort Consortium,COHO:0000609,Women's Health Study,,rejected,,,"The sentence lists the Women's Health Study among studies whose controls were matched on smoking; PanScan (a consortium) is not a sub-cohort of WHS. If anything WHS contributes to PanScan (reverse memberOf), but this sentence does not plainly state it (it also covers PanC4 and names no consortium for WHS); a PanScan paper listing its cohorts would settle that separate link.",s053
COHO:0001387,Pancreatic Cancer Case-Control Consortium,COHO:0000527,Health Professionals Follow-up Study,,rejected,,,"PanC4 is a consortium of case-control studies; HPFS is a cohort named only in a parenthetical about control matching in PanScan/PanC4. No sub-cohort or membership link is stated in either direction (HPFS belongs to PanScan, not PanC4).",s053
COHO:0001387,Pancreatic Cancer Case-Control Consortium,COHO:0000609,Women's Health Study,,rejected,,,PanC4 is a consortium of case-control studies; the Women's Health Study is named only in a parenthetical about control matching. No link in either direction is stated.,s053
COHO:0000527,Health Professionals Follow-up Study,COHO:0000609,Women's Health Study,,rejected,,,HPFS and the Women's Health Study are two separate cohorts merely listed together in a sentence on control matching; neither is part of the other.,s053
COHO:0000061,ENGAGE AF-TIMI 48,COHO:0000927,Northern Sweden Health and Disease Study,,rejected,,,"Name clash: 'ENGAGE' here is the European Network for Genetic and Genomic Epidemiology (an FP7 grant), not the ENGAGE AF-TIMI 48 trial. The study said to be nested within NSHDS is GLACIER, not ENGAGE.",s053
COHO:0000061,ENGAGE AF-TIMI 48,COHO:0002549,Västerbotten Intervention Project,,rejected,,,"Name clash: 'ENGAGE' is the European Network for Genetic and Genomic Epidemiology grant, not the ENGAGE AF-TIMI 48 trial. The sentence concerns GLACIER phenotyped within the Vasterbotten Intervention Project.",s053
COHO:0001152,Collaborative Association Study of Psoriasis,COHO:0000145,Psoriasis Association Genetics Extension,,rejected,,,CASP (and its deep follow-up CASP-DFU) and PAGE are listed as separate published psoriasis studies pooled in a meta-analysis; neither is part of the other.,s053
COHO:0000181,Viking Health Study,COHO:0000176,UK Biobank,,rejected,,,"UK Biobank is used only as an LD reference panel (10,000 unrelated British individuals) for comparing VIKING pQTL; the Viking Health Study (Shetland) is not part of UK Biobank.",s053
COHO:0000324,Prevention and Incidence of Asthma and Mite Allergy,COHO:0000284,International HapMap Project,,rejected,,,HapMap is named only as the imputation reference panel (HapMap Phase II SNPs); PIAMA is not a sub-cohort of HapMap.,s053
COHO:0001280,Anakinra for Pustular Psoriasis: Response in a Controlled Trial,COHO:0000660,Sister Study,,rejected,,,"Name clash: 'its sister study PLUM' uses 'sister study' as a common phrase for APRICOT's companion study PLUM, not the NIEHS Sister Study breast cancer cohort.",s053
COHO:0000679,European Genetic Database,COHO:0001016,International AMD Genomics Consortium,memberOf,confirmed,The EUGENDA samples were genotyped as part of the IAMDGC exome chip project supported by CIDR,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41591-025-03827-z/MediaObjects/41591_2025_3827_MOESM1_ESM.pdf,"EUGENDA's samples were genotyped within the International AMD Genomics Consortium's exome chip project, so EUGENDA is one of the IAMDGC's contributing studies (IAMDGC is typed cohort aggregation). The statement is from acknowledgements in a supplementary PDF; the IAMDGC 2016 paper's study list would give a stronger quote if cached.",s053
COHO:0001243,UCI Breast Cancer Study,COHO:0000942,Breakthrough Generations Study,,rejected,,,Acknowledgements/funding sentence naming the UCIBCS and UKBGS as separate funded components of a consortium analysis; it states no link between the two studies (a US case-control study and a UK cohort).,s054
COHO:0000695,SpiroMeta Consortium,COHO:0000182,Wellcome Trust Case Control Consortium,,rejected,,,"The sentence lists SpiroMeta's member studies, one of which is B58C-WTCCC (the British 1958 Birth Cohort samples genotyped by the WTCCC). SpiroMeta is not a member of the WTCCC; the WTCCC is only named as part of a sample label.",s054
